carimbo;tcle;ra;curso;item_1;item_2;item_3;item_4;item_5;item_6;item_7;item_8;item_9;item_10;item_11;item_12;item_13;item_14;item_15;item_16;item_17;item_18;item_19;item_20;item_21;item_22;item_23;item_24;item_25;item_26;item_27;item_28;item_29;item_30;item_31;item_32;item_33;item_34;item_35;item_36;item_37;item_38;item_39;item_40;item_41;item_42;item_43;item_44;item_45;item_46;item_47;item_48;item_49;item_50;item_51;item_52;item_53;item_54;item_55;item_56;item_57;item_58;item_59;escore_autoregulacao_aprendizagem;escore_metacognicao
12/04/2023 20:49;Sim;645267947;biomedicina;5;5;4;4;4;4;4;4;4;4;3;2;4;2;2;4;1;3;4;3;4;2;4;4;4;4;4;4;4;2;5;4;4;4;4;4;4;1;4;3;1;5;4;4;4;4;2;5;3;4;4;3;4;4;4;3;4;4;3;3.7;3.909090909
12/04/2023 20:49;Sim;2143623157;Biomedicina;5;5;5;5;5;5;4;4;5;5;3;3;5;4;2;5;3;5;3;3;4;4;4;5;4;3;5;4;3;5;5;5;3;5;4;5;4;5;5;5;3;5;4;NA;2;3;5;3;5;5;4;4;5;4;5;5;5;4;5;4.384615385;4.181818182
12/04/2023 20:49;Sim;0;Direito;4;4;4;2;5;5;5;5;2;5;3;5;4;3;2;3;1;3;3;4;4;4;5;4;4;5;5;2;3;5;5;4;3;5;5;5;3;2;5;1;2;4;3;3;2;3;5;3;4;5;4;3;4;3;3;4;5;3;5;3.75;4.090909091
12/04/2023 20:49;Sim;1603621783;Odontologia;3;4;2;4;4;5;5;3;3;5;3;3;4;3;3;3;1;3;5;5;3;3;5;3;3;5;3;3;3;5;5;3;2;5;4;3;4;2;4;4;1;5;4;4;2;3;5;3;3;5;3;3;3;4;5;4;3;3;5;3.575;3.636363636
12/04/2023 20:49;Sim;163639051;Direito;5;5;5;5;5;1;5;4;5;4;5;4;4;2;3;5;1;5;2;5;5;4;5;5;3;5;3;5;5;5;5;5;5;5;5;5;3;4;5;5;3;5;5;5;3;5;3;3;5;5;5;5;5;5;2;3;4;4;5;4.45;4.636363636
12/04/2023 20:49;Sim;8462851119;direito;5;5;5;5;4;5;5;4;4;4;4;4;4;3;2;4;2;4;3;4;4;4;5;4;4;4;5;4;4;4;5;4;4;4;4;4;4;3;5;4;3;5;4;3;4;4;5;4;4;5;4;4;4;5;3;4;5;4;4;4.25;4.272727273
12/04/2023 20:49;Sim;2563638437;Educação física;4;3;4;2;3;2;4;2;3;4;1;2;3;3;4;1;4;3;2;2;5;2;5;3;3;4;2;3;3;2;5;4;3;5;4;2;4;3;4;2;4;5;3;3;4;5;2;4;1;4;4;4;2;3;5;5;5;4;4;3.175;3.363636364
12/04/2023 20:49;Sim;1563623169;Direito;4;4;5;5;5;2;3;3;4;5;3;4;5;5;3;4;3;4;5;3;5;4;5;3;5;3;4;5;4;4;5;3;4;5;4;5;5;5;5;5;1;5;4;5;2;5;5;3;5;5;3;3;3;3;5;5;3;3;5;4.075;4.090909091
12/04/2023 20:49;Sim;383621723;Enfermagem;5;4;3;2;4;2;3;2;4;3;3;3;3;3;3;2;3;3;3;3;3;3;2;4;2;4;3;4;3;4;3;3;3;4;3;3;2;3;4;2;3;5;3;3;2;3;3;4;3;3;4;4;3;3;3;3;4;3;2;3.125;3.181818182
12/04/2023 20:49;Sim;323620657;Odontologia;5;4;5;2;4;4;5;3;4;2;3;3;3;2;2;2;2;3;3;5;3;3;3;4;3;5;3;5;3;4;4;3;3;5;4;3;4;3;4;3;2;4;2;3;4;2;3;3;4;4;3;4;4;3;4;4;3;4;5;3.45;3.636363636
12/04/2023 20:49;Sim;903621843;Educação física;4;4;3;3;4;3;4;3;4;3;3;4;4;4;4;4;3;3;3;2;4;4;4;4;3;3;4;3;3;4;4;3;3;4;3;4;3;2;3;1;2;3;4;2;4;3;2;3;3;2;4;3;3;4;4;3;4;3;3;3.225;3.454545455
12/04/2023 20:49;Sim;2703624949;NA;2;4;5;5;4;4;4;5;4;4;2;5;4;5;2;4;3;5;4;4;5;4;5;5;5;5;5;5;4;5;5;4;2;5;5;5;3;5;5;5;1;5;2;5;4;5;5;5;2;2;3;5;5;5;5;5;5;2;5;4.175;4.545454545
12/04/2023 20:49;Sim;123627107;Biomedicina;4;1;3;3;3;4;4;3;3;5;2;2;5;4;2;3;5;4;3;5;3;1;1;4;1;2;3;3;3;1;1;3;4;2;3;3;1;4;5;1;2;4;2;1;1;4;4;4;2;5;4;4;4;NA;2;4;4;3;1;3.205128205;2.363636364
12/04/2023 20:49;Sim;25045227621;engenharia civil;3;5;4;5;3;2;4;3;4;5;5;4;5;4;1;4;4;4;3;3;5;3;5;5;2;3;4;4;NA;2;4;3;4;4;4;5;4;3;4;3;4;4;3;2;4;4;3;5;4;3;5;5;5;5;4;4;5;5;4;4;3.6
12/04/2023 20:49;Sim;2523637405;Biomedicina;4;4;4;3;3;2;3;2;4;3;2;3;5;3;3;3;3;4;4;3;3;3;3;3;3;3;2;3;3;3;5;3;2;4;3;5;3;2;4;3;2;5;4;3;2;5;5;4;4;5;5;3;3;3;4;3;3;2;5;3.425;3
12/04/2023 20:49;Sim;183620771;Ciências da Computação;2;3;4;4;3;2;4;3;4;4;3;3;3;3;3;5;2;4;3;4;3;4;5;3;4;4;4;3;3;5;4;4;3;4;5;3;3;5;3;5;4;3;2;5;2;3;3;2;4;5;3;4;3;3;NA;2;2;3;3;3.375;3.818181818
12/04/2023 20:49;Sim;25045272897;enfermagem;3;3;4;4;4;4;5;3;4;4;4;3;4;2;1;3;2;4;3;3;4;3;5;4;4;4;3;4;4;4;4;4;3;3;3;3;4;4;4;3;3;5;3;2;3;4;4;4;4;4;4;4;3;4;4;4;4;4;5;3.675;3.909090909
12/04/2023 20:49;Sim;63638329;Enfermagem;4;4;3;4;3;3;4;3;4;4;2;3;4;3;2;4;2;5;4;2;2;2;4;3;3;4;3;4;4;4;5;4;4;4;3;4;5;4;3;2;3;3;1;3;3;4;3;3;4;4;5;3;4;4;4;3;4;3;5;3.375;3.818181818
12/04/2023 20:49;Sim;383624127;Enfermagem;4;4;4;5;4;4;4;5;5;4;3;4;5;3;2;2;3;4;5;4;5;3;5;3;3;5;3;4;5;5;5;4;4;5;5;4;5;5;5;3;2;3;4;3;5;4;4;5;2;4;3;4;4;4;2;4;4;3;5;4;4.181818182
12/04/2023 20:49;Sim;25045262775;Relacoes publicas;4;3;4;4;4;3;4;4;3;3;4;2;2;4;4;4;3;3;3;2;2;3;4;4;3;4;3;3;3;4;3;4;4;4;3;4;4;3;4;3;4;4;4;3;4;3;4;4;3;3;3;3;4;3;4;3;4;3;4;3.35;3.545454545
12/04/2023 20:49;Sim;2143636713;Fonoaudiologia;5;4;4;4;3;2;4;3;3;3;2;1;2;4;4;3;4;3;3;3;1;1;3;3;2;2;2;4;3;5;3;3;3;4;3;3;3;4;3;2;2;4;2;3;1;4;3;2;2;4;3;3;3;3;4;3;4;2;3;2.875;3
12/04/2023 20:49;Sim;123620997;biomedicina;4;2;3;3;3;3;3;2;3;5;2;3;4;2;4;4;3;4;2;2;5;3;5;4;3;2;3;3;3;1;4;3;3;3;4;3;3;2;2;4;2;3;3;3;2;4;3;3;2;3;4;3;3;3;4;3;3;2;4;3.075;3.090909091
12/04/2023 20:49;Sim;1645301289;publicidade e propaganda;4;5;5;3;5;5;5;4;3;5;3;2;5;3;3;3;2;5;3;4;5;2;5;4;5;4;4;3;3;5;5;5;4;5;5;5;5;2;5;3;2;5;5;3;2;5;5;3;3;5;5;3;3;3;3;5;4;4;5;4.025;4.272727273
12/04/2023 20:49;Sim;2143636903;Fonoaudiologia;5;4;4;3;4;4;3;4;4;3;3;3;3;4;4;3;4;3;3;4;3;3;4;4;3;3;4;4;4;4;4;3;3;3;4;4;3;3;3;5;3;5;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;3.675;3.636363636
12/04/2023 20:49;Sim;645266629;Engenharia Eletrica;5;5;5;4;4;3;3;4;4;4;4;2;5;3;4;4;3;4;3;4;4;4;4;4;3;3;4;2;3;4;4;5;3;5;2;4;2;3;4;4;4;4;4;4;2;4;3;5;4;4;3;4;3;4;5;3;3;3;4;3.7;3.545454545
12/04/2023 20:49;Sim;303621631;Arquitetura e Urbanismo;5;5;2;5;5;5;5;4;4;4;5;4;4;2;4;4;2;4;5;4;5;5;4;4;2;5;4;4;3;5;3;5;5;3;4;2;5;2;2;2;4;4;4;2;2;5;2;2;2;5;5;5;3;5;2;5;5;4;2;3.9;4
12/04/2023 20:49;Sim;645225563;engenharia de software;5;3;2;4;3;1;1;3;3;4;2;3;2;4;3;1;5;2;4;2;3;3;5;4;1;4;3;2;3;1;5;4;4;2;2;1;2;4;3;3;3;4;4;4;2;4;2;4;2;3;3;4;3;3;3;3;3;2;5;2.8;3.272727273
12/04/2023 20:49;Sim;25045343879;Enfermagem;5;5;4;4;4;4;3;4;4;3;4;4;3;2;3;3;3;3;2;3;5;4;4;4;3;4;4;4;4;5;5;3;3;3;4;4;3;3;4;3;2;4;3;2;3;4;4;3;4;4;4;4;4;4;3;4;4;3;3;3.7;3.909090909
12/04/2023 20:49;Sim;645248517;Biomedicina;4;4;4;5;3;4;5;4;4;5;2;2;2;3;3;2;2;5;2;3;3;2;4;4;4;2;5;4;5;3;5;4;3;5;2;4;2;1;2;2;3;3;1;2;1;2;5;2;3;4;4;5;3;2;5;4;4;2;4;3.075;3.909090909
12/04/2023 20:49;Sim;623625315;Engenharia da Computação;2;4;3;3;4;4;4;3;2;4;3;4;2;3;4;3;2;2;4;4;4;3;2;2;4;2;2;2;3;2;3;4;3;4;4;2;4;2;4;2;4;2;3;2;4;2;2;2;4;3;4;2;4;4;3;2;4;2;4;3.05;2.636363636
12/04/2023 20:49;Sim;1645224947;Farmácia;4;4;4;4;5;4;4;3;5;3;3;3;4;2;3;3;2;4;3;3;5;3;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;2;3;3;2;5;4;4;3;2;4;3;4;4;5;5;4;4;3;4;4;4;2;3.75;3.818181818
12/04/2023 20:49;Sim;0;FISIOTERAPIA;4;4;4;4;3;2;3;2;4;4;3;3;2;3;2;4;2;2;1;2;3;2;4;3;2;2;2;3;2;4;4;3;1;4;3;4;2;2;4;4;2;4;3;2;1;2;4;3;4;4;2;3;2;2;4;3;3;2;5;2.95;2.727272727
12/04/2023 20:49;Sim;803620521;Odontologia;5;4;4;4;3;2;3;4;3;5;3;3;3;2;4;2;2;3;5;3;4;1;3;3;3;3;3;3;2;5;3;3;3;5;2;3;2;2;5;2;2;2;2;2;2;3;2;5;2;2;5;5;4;4;5;3;4;3;5;3.125;3.090909091
12/04/2023 20:50;Sim;163632891;Direito;5;4;5;5;4;5;4;3;5;4;2;3;4;3;3;4;2;4;1;3;5;4;5;4;4;5;5;5;3;5;5;3;3;5;2;4;5;5;5;3;2;4;3;2;4;5;4;5;3;5;3;5;3;4;4;5;5;3;5;4;4.272727273
12/04/2023 20:50;Sim;645229295;Engenharia Eletrica;3;5;5;4;4;2;2;3;4;5;2;3;3;5;2;3;5;3;3;3;3;4;5;4;4;3;4;4;2;2;5;4;2;2;3;2;4;5;2;2;2;5;1;4;4;5;3;5;4;4;5;4;4;4;3;3;5;3;5;3.55;3.545454545
12/04/2023 20:50;Sim;8462850407;Ed.Fisica;4;4;3;3;3;2;2;4;4;4;2;4;2;3;2;2;2;4;2;2;4;3;4;3;4;4;4;3;3;4;5;2;3;4;4;4;4;2;3;2;4;3;3;3;2;5;3;4;3;3;4;4;4;4;3;4;3;3;3;3.25;3.545454545
12/04/2023 20:50;Sim;2023624315;Farmácia;5;5;3;5;4;2;3;3;5;5;3;2;3;3;3;3;5;3;3;3;5;2;3;3;4;3;3;3;4;3;2;4;3;5;3;3;3;2;5;2;2;2;3;4;2;5;5;3;3;5;4;4;3;4;4;4;5;3;5;3.525;3.181818182
12/04/2023 20:50;Sim;1645308899;Ciências Biológicas;5;5;4;4;4;2;3;3;3;4;3;2;3;3;4;3;3;5;3;4;3;3;3;4;3;4;2;4;3;4;4;3;3;4;3;3;3;3;4;2;3;5;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3.325;3.363636364
12/04/2023 20:50;Sim;245234341;Psicologia;3;3;5;3;3;4;4;3;3;5;3;3;5;3;3;3;5;4;5;4;3;3;3;5;3;4;2;5;5;4;5;5;5;3;4;3;3;3;5;3;5;5;3;5;3;5;3;3;3;3;5;5;4;4;5;4;5;3;4;3.7;4.181818182
12/04/2023 20:50;Sim;645260877;Engenharia da Computação;4;4;4;5;4;3;3;3;5;3;4;4;2;4;4;3;5;4;4;5;3;4;4;5;3;4;2;4;4;4;4;3;4;4;3;3;4;1;5;1;3;5;4;3;4;4;4;4;4;3;5;5;4;5;3;3;5;4;4;3.75;3.727272727
12/04/2023 20:50;Sim;0;Adriano da Silva Santos;4;4;5;5;4;4;4;4;4;5;4;4;5;3;2;4;2;5;3;4;5;4;3;5;5;4;5;5;4;4;5;4;4;4;4;4;4;3;4;4;4;5;5;4;2;4;4;4;4;4;5;5;4;5;3;4;5;5;3;4.25;4.363636364
12/04/2023 20:50;Sim;983620079;Fisioterapia;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;2;2;3;3;3;3;2;4;3;3;3;3;3;3;2;3;3;2;3;3;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;2.9;2.909090909
12/04/2023 20:50;Sim;2023628117;Farmácia;4;4;3;4;4;4;4;3;4;3;3;2;3;3;3;3;3;4;4;3;4;4;3;4;2;3;4;3;4;2;4;3;4;4;4;4;4;3;3;4;4;4;4;3;3;4;4;4;3;4;3;4;3;3;4;3;3;3;4;3.5;3.272727273
12/04/2023 20:50;Sim;245238087;ODONTOLOGIA;5;4;5;5;5;4;5;2;5;4;3;4;3;3;4;3;4;5;2;4;5;2;5;5;3;3;5;4;3;5;5;5;5;5;5;4;4;2;5;4;2;5;2;4;4;4;5;2;4;5;5;4;4;4;5;4;5;4;5;4.05;4.363636364
12/04/2023 20:50;Sim;2123620239;Arquitetura e urbanismo;4;2;2;2;2;1;3;1;2;2;2;2;2;4;2;3;3;3;2;2;3;3;2;2;2;2;2;2;3;2;2;2;2;3;3;2;3;2;3;2;3;3;3;2;1;3;2;3;3;3;3;3;3;3;2;2;3;3;3;2.475;2.090909091
12/04/2023 20:50;Sim;901246517;Enfermagem;5;2;3;2;3;1;3;3;2;2;2;2;2;2;2;3;1;4;3;3;4;2;2;3;2;2;2;2;2;2;2;2;2;4;3;2;2;2;2;2;1;2;2;2;2;2;1;4;3;3;3;3;1;2;3;4;2;2;3;2.475;2.090909091
12/04/2023 20:50;Sim;123627109;engenharia de computaçao;5;5;4;4;5;3;5;4;5;4;5;5;2;2;1;5;2;5;2;4;5;5;5;4;4;3;5;4;4;5;5;3;4;3;4;5;4;3;4;4;3;3;4;5;5;4;5;5;4;4;5;4;4;4;3;3;5;3;5;4.275;4.181818182
12/04/2023 20:50;Sim;203624873;Engenharia Civil;5;5;4;5;4;4;3;4;5;5;4;4;4;3;2;4;2;4;3;4;5;4;4;4;3;4;5;3;4;5;5;4;4;3;4;3;4;4;3;3;3;4;3;5;3;5;4;4;4;4;4;4;4;4;3;4;4;4;3;4.05;4.090909091
12/04/2023 20:50;Sim;645235557;Fisioterapia;4;3;4;4;3;4;4;3;4;4;3;3;4;3;2;4;2;4;4;4;3;3;4;4;3;4;3;4;3;4;4;4;3;4;3;4;4;2;4;4;1;4;4;4;2;3;4;4;3;4;4;4;3;4;3;3;4;4;2;3.6;3.636363636
12/04/2023 20:50;Sim;903621881;educação física licenciatura;5;5;4;4;4;4;4;4;4;3;4;4;3;3;2;3;2;5;2;4;4;4;4;5;4;3;4;4;4;3;3;4;3;3;3;4;3;2;5;4;3;5;3;3;2;4;3;5;3;3;4;4;4;3;3;4;5;3;3;3.775;3.727272727
12/04/2023 20:50;Sim;0;Arquitetura;4;4;3;5;4;2;2;3;3;3;4;2;4;4;2;3;2;4;3;2;5;3;4;4;2;4;3;4;4;4;3;4;3;4;3;2;2;1;3;3;2;4;3;3;2;4;3;3;2;4;4;4;4;3;3;3;4;3;4;3.175;3.545454545
12/04/2023 20:50;Sim;645237797;Psicologia;5;5;4;4;3;5;5;3;5;5;4;3;5;3;4;2;1;5;5;2;3;2;5;4;3;5;2;4;3;2;5;5;4;5;3;3;2;2;3;4;4;5;1;2;1;5;4;5;2;3;4;5;3;3;5;5;4;3;4;3.55;3.818181818
12/04/2023 20:50;Sim;25645277977;Pedagogia;5;3;2;4;3;3;5;4;4;4;3;2;3;3;3;4;3;5;4;4;5;3;4;3;3;3;3;5;3;3;5;4;4;3;3;3;2;3;3;2;2;2;3;2;4;5;2;4;2;2;3;2;3;4;5;3;3;3;5;3.225;3.636363636
12/04/2023 20:50;Sim;8462850169;Enfermagem;5;4;5;4;4;5;5;4;5;4;4;4;5;4;3;5;3;5;3;4;4;4;5;5;3;5;5;5;4;4;5;4;5;5;5;5;5;3;5;4;4;4;5;5;4;5;4;5;4;4;5;5;5;5;3;3;5;5;5;4.5;4.545454545
12/04/2023 20:50;Sim;25045233281;ENFERMAGEM;5;4;5;5;5;4;5;3;5;5;3;4;5;3;3;2;2;5;3;4;4;4;4;4;3;4;4;3;3;2;4;4;3;5;4;5;5;3;5;5;2;5;2;3;3;5;4;4;5;5;3;4;3;3;5;5;3;2;3;4.075;3.454545455
12/04/2023 20:50;Sim;645250995;engenharia civil;5;5;4;4;5;5;5;5;5;5;4;4;5;1;1;5;1;5;3;4;5;4;5;4;4;3;4;5;4;4;5;5;5;3;5;4;5;3;5;4;4;5;4;4;3;4;4;5;4;4;5;5;3;4;3;5;5;4;5;4.45;4.363636364
12/04/2023 20:50;Sim;8462850951;Enfermagem;4;3;5;5;4;2;3;2;5;5;2;3;4;5;5;2;3;5;1;3;3;2;1;3;5;4;3;3;3;5;5;3;2;3;3;5;3;1;5;4;1;3;1;3;1;4;5;5;2;3;1;1;1;1;5;1;1;1;5;2.925;3.363636364
12/04/2023 20:50;Sim;1645288521;Engenharia elétrica;2;4;3;5;2;3;4;1;3;4;2;2;4;2;4;1;5;4;1;4;4;2;NA;1;3;4;4;5;4;5;3;2;3;4;4;4;4;3;4;3;3;4;3;3;5;4;3;3;2;4;5;5;2;4;5;1;4;5;4;3.325;3.4
12/04/2023 20:50;Sim;1645246913;Direito;4;4;3;3;4;3;4;4;5;4;4;4;4;3;3;3;4;3;5;4;3;3;3;3;3;3;4;5;3;5;4;4;3;5;3;3;4;4;5;4;1;5;2;4;3;4;2;4;3;3;3;3;4;5;5;4;4;3;5;3.625;3.636363636
12/04/2023 20:50;Sim;163634049;Direito;4;4;4;4;3;2;3;4;4;5;3;3;3;2;2;4;3;4;4;3;3;2;2;4;4;3;3;4;3;4;4;3;4;5;3;4;4;2;4;2;3;4;2;5;1;4;2;2;5;4;5;4;3;3;4;3;4;3;5;3.375;3.454545455
12/04/2023 20:50;Sim;383623291;enfermagem;5;4;4;5;4;1;5;4;3;4;3;3;4;2;3;2;1;4;2;4;4;3;4;4;2;3;3;3;4;3;4;3;3;4;3;3;4;1;5;1;4;5;4;3;2;5;2;2;3;4;4;4;4;4;2;3;4;2;5;3.45;3.272727273
12/04/2023 20:50;Sim;2703627337;Direito;4;4;4;4;4;1;2;4;4;5;3;4;3;5;4;3;1;4;4;5;4;4;4;5;2;4;4;3;3;5;5;3;4;4;4;5;4;5;3;3;3;5;2;5;2;2;5;4;4;5;4;3;4;3;5;3;4;3;5;3.7;3.818181818
12/04/2023 20:50;Sim;2123620201;Arquitetura e Urbanismo;5;2;4;4;5;5;5;3;3;4;4;2;3;3;2;2;5;5;5;2;3;2;2;3;2;4;4;5;4;5;5;5;4;5;4;3;4;2;5;2;3;4;5;3;1;3;2;5;3;5;4;4;4;3;3;4;4;4;4;3.525;3.909090909
12/04/2023 20:50;Sim;1443630407;Odontologia;4;4;4;5;3;2;1;2;4;4;3;3;4;4;3;3;1;3;3;3;4;3;4;5;3;4;3;4;4;2;4;3;4;3;4;3;3;4;3;3;3;3;3;4;2;4;3;2;3;3;5;5;5;4;3;4;4;4;5;3.425;3.636363636
12/04/2023 20:50;Sim;783620087;Engenharia mecânica;4;3;4;4;3;4;4;3;3;4;3;2;5;2;2;4;1;4;3;3;3;3;4;4;2;4;4;4;4;5;4;4;4;3;4;4;3;5;4;3;3;4;4;3;3;4;5;4;4;3;3;4;4;4;3;4;4;4;2;3.675;3.909090909
12/04/2023 20:50;Sim;223624139;Análise e desenvolvimento de Sistemas;4;3;3;4;3;1;2;2;3;4;3;2;4;3;3;2;4;4;3;3;3;3;4;3;2;3;3;2;3;4;5;3;2;3;4;3;2;2;4;3;1;4;1;2;1;4;2;2;2;3;4;4;3;3;5;4;4;2;4;2.9;3.090909091
12/04/2023 20:50;Sim;25045338477;ENGENHARIA CIVIL;4;5;4;3;4;3;5;3;3;3;3;3;3;4;3;4;3;3;2;4;4;3;5;3;3;3;4;4;4;4;4;3;3;4;4;3;3;2;5;2;3;4;3;2;5;4;3;3;2;4;3;3;3;3;4;4;3;3;5;3.375;3.636363636
12/04/2023 20:50;Sim;0;Engenharia Civil;4;NA;4;4;4;4;4;4;4;4;3;NA;3;4;3;NA;4;4;4;NA;4;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;NA;NA;4;4;4;4;4;4;3;4;4;4;4;4;4;NA;4;4;4;NA;4;NA;4;3.903225806;4
12/04/2023 20:50;Sim;343623885;Medicina veterinária;5;3;4;5;3;2;3;3;5;5;2;3;4;4;4;4;3;4;3;4;4;3;2;4;2;4;3;4;4;5;4;3;3;5;3;4;3;1;5;4;2;5;4;3;2;4;2;2;2;2;5;4;3;4;5;2;4;3;4;3.425;3.454545455
12/04/2023 20:50;Sim;21445227307;Fisioterapia;4;4;5;3;4;4;4;3;5;4;3;4;3;4;3;3;2;4;2;3;4;3;4;4;4;4;4;4;4;3;4;4;3;5;4;4;4;4;4;3;2;5;3;2;3;4;4;4;3;4;4;4;3;4;4;3;3;3;5;3.65;3.818181818
12/04/2023 20:50;Sim;2143636441;Psicologia;5;5;4;4;4;5;5;3;4;5;3;4;3;3;3;3;3;5;1;3;3;5;5;4;2;3;5;3;3;5;5;3;3;3;3;4;3;3;5;2;1;5;5;3;2;5;4;3;3;3;5;5;4;3;5;2;4;3;3;3.8;3.727272727
12/04/2023 20:50;Sim;2123620313;arquitetura e urbanismo;3;2;2;3;3;1;4;3;4;4;2;5;3;3;3;3;3;4;4;3;5;4;3;2;3;2;3;4;3;3;3;4;5;2;3;4;3;2;2;4;3;3;2;3;2;4;3;3;2;3;3;3;4;3;3;3;4;4;4;3.125;3.181818182
12/04/2023 20:50;Sim;623624255;Engenharia da Computação;5;5;5;4;5;5;5;5;5;4;3;4;3;3;3;4;3;5;3;3;5;5;4;5;3;4;5;5;5;3;4;5;5;4;5;3;5;4;3;4;2;5;3;4;NA;3;4;5;5;5;5;5;3;5;4;5;5;5;5;4.384615385;4.363636364
12/04/2023 20:50;Sim;1645222885;Publicidade e propaganda;4;4;4;4;4;5;5;5;5;4;3;4;4;2;2;4;2;4;2;5;4;4;3;4;3;3;4;5;4;4;5;3;5;4;4;4;3;3;3;4;3;5;4;4;4;5;2;4;4;3;3;4;3;4;4;4;4;4;3;3.95;3.909090909
12/04/2023 20:50;Sim;1443624711;Odontologia;5;5;5;5;5;5;4;4;5;5;5;4;4;3;2;4;2;4;3;4;5;3;3;4;4;4;5;3;4;5;5;4;4;3;3;5;3;3;4;3;3;5;3;5;4;5;4;4;3;4;2;3;4;4;5;4;4;4;3;4.1;4.090909091
12/04/2023 20:50;Sim;1883633097;Engenharia mecânica;4;2;2;5;4;2;2;2;2;2;3;3;5;4;5;3;3;4;3;4;2;2;3;3;4;5;3;4;4;1;2;3;4;4;2;3;3;1;4;2;3;4;3;1;1;NA;3;4;3;2;5;3;2;3;5;5;5;4;4;2.974358974;3.272727273
12/04/2023 20:50;Sim;25445264549;Engenharia de Software;5;5;3;4;3;4;4;3;3;4;3;3;4;2;4;4;2;4;3;3;4;3;4;3;2;4;3;3;4;4;5;3;3;4;3;3;4;4;4;3;4;4;3;3;2;4;4;2;2;4;3;3;3;3;4;3;4;3;3;3.425;3.454545455
12/04/2023 20:50;Sim;123622951;Biomedicina;4;3;3;4;3;4;4;5;3;3;3;1;3;2;4;4;2;4;4;4;1;3;3;3;2;4;3;3;4;3;4;4;3;5;3;3;3;2;4;3;2;4;1;3;1;2;3;2;NA;5;4;3;2;3;3;2;3;3;5;3.025641026;3.272727273
12/04/2023 20:50;Sim;25645228307;educação física;5;5;4;5;4;2;3;5;5;5;4;5;5;2;2;3;1;4;2;5;5;4;5;4;NA;3;3;5;5;5;5;4;5;5;5;3;3;3;3;5;4;5;3;4;1;4;3;3;1;5;5;5;5;5;3;5;4;4;1;4.05;4.4
12/04/2023 20:50;Sim;63635509;Ciências Contábeis;4;4;4;4;4;4;4;3;4;5;4;4;3;3;4;4;2;3;3;4;4;4;3;4;5;3;4;3;3;2;3;4;4;4;4;3;4;2;2;4;4;4;4;4;2;4;4;4;4;4;4;3;4;3;3;4;3;4;4;3.7;3.454545455
12/04/2023 20:50;Sim;2543628425;Engenharia Mecânica;5;4;4;4;4;3;4;3;4;4;2;4;3;2;3;3;2;3;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;3;3.475;3.090909091
12/04/2023 20:50;Sim;183623381;Engenharia elétrica;5;2;2;4;4;4;4;2;3;3;4;2;4;3;3;1;1;2;1;2;1;2;3;4;3;4;5;2;2;3;2;2;3;3;4;4;2;1;4;1;1;4;2;3;3;5;1;2;3;2;2;3;2;3;2;2;2;3;3;2.725;3
12/04/2023 20:50;Sim;323620823;Odontológico;5;5;3;3;3;3;3;3;3;4;3;3;3;2;3;3;1;3;5;3;3;3;3;4;3;3;3;4;3;5;3;3;3;4;3;3;3;3;3;3;5;3;3;3;3;3;3;5;3;3;4;3;3;3;3;3;4;3;3;3.225;3.363636364
12/04/2023 20:50;Sim;1645327115;Engenheiro Civil;4;4;4;4;4;3;3;3;3;4;3;4;3;3;3;3;2;3;3;3;3;3;4;3;4;4;4;4;3;4;4;3;4;4;3;3;4;2;4;4;3;3;3;3;3;3;4;3;3;3;4;4;4;4;4;3;4;3;5;3.375;3.727272727
12/04/2023 20:50;Sim;645241043;Fisioterapia;4;3;4;5;3;3;5;3;4;4;3;3;5;2;4;2;2;5;4;3;3;1;2;3;3;4;3;4;3;5;4;3;3;5;4;3;3;4;4;3;2;5;3;2;2;3;4;5;3;5;4;3;3;3;3;4;4;2;5;3.475;3.363636364
12/04/2023 20:51;Sim;645238541;Psicologia;5;5;4;4;4;2;5;4;3;4;3;4;4;2;3;3;1;4;3;4;3;4;4;4;3;5;5;4;3;2;5;3;3;5;3;4;3;3;5;2;1;4;2;3;2;5;2;3;3;4;4;4;3;4;5;5;4;3;5;3.6;3.727272727
12/04/2023 20:51;Sim;103622603;Engenharia Eletrica;4;3;3;3;3;2;3;3;3;4;3;5;3;2;3;2;1;4;2;1;3;2;4;4;2;4;3;3;4;4;4;3;4;4;3;2;2;1;3;1;3;4;3;3;2;5;3;4;2;4;4;4;2;3;4;2;3;4;5;2.95;3.545454545
12/04/2023 20:51;Sim;1883624463;Sistemas da informação semipresencial;4;4;5;4;4;5;5;3;3;3;3;2;3;3;3;5;2;4;4;3;5;3;4;5;2;4;5;4;5;4;5;5;5;5;5;3;4;3;4;2;3;5;3;5;4;5;3;4;4;3;4;5;3;4;3;5;5;5;3;3.9;4.363636364
